comment,label
bangladeshyou one best teacher algorithm learning carri,2
sir thought 5115 one watch whole video didnt edited sir awesome watch videos till end,2
greatest data structure algorithm teacher ever seen amazing explanationthank sir,2
best video matrix chain multipl,2
solid explanation solid personthanks lot sir,2
sir python pe videos manage sir explain every thing wel,2
great explanation easy method teach,2
getting u teachers matter fortune every stud,2
awesome thanks video,2
nice explan,2
thankyou much sir investing another hour topic thankyouso much,2
best teach,2
smooth butt,2
lengthy one worth,2
amazing teach,2
sir purchased course c sir please make detailed course java python lectures c great,2
best video ev,2
amazing sir thank much making free video,2
wonderful respected sir liked way lectur,2
u legend,2
another epic statement 3849 time saved written one thank,2
epic statement 100 one day examin,2
thanks passed algorithms exam maximum result professor bari best thank lot itali,2
best data structure tutorials ever seen youtube way youre teaching mind blowing simple elegant purchased course dmy express gratitude free video uploaded youtube thank,2
videos got algorithms class thank much,2
want learn directly go 3430 solved 8 marks questions board examthanks abdul bari,2
thanks base videoslove nep,2
plz plz plz make video bucket radio count sorts well theyre nowhere youtub,2
may god bless family sir,2
thank sir sir caring us students taking time make new video explaining previous unexplained things certain topics approach genuinely amazing friendly towards beginners thats something teaching complex topics simple understandable way great teacher achieve achieved teaching remembered lots students times com,2
mr bari videos excellent explanations always clear point,2
two words explanation video amazingly awesom,2
great job sir really appreciable dedication put teaching thank,2
awesome sir,2
guy removed video,2
one special gift alla blessed year edits may almighty bless thank much,2
think best ever video watched youtube thank much efforts sir,2
legend god,2
thank sir,2
god algorithm great sir,2
abdul bari back king back,2
abdul god bari,2
thanks sir,2
thank sir making video tuesday daa pap,2
thank thank thank birthday today n dis video feels like gift best teacher also,2
thank much sir video,2
videos teach also inspire create feeling algorithms conqu,2
love u sir exact topic searching thank much,2
legend back,2
best algorithms teacher youtube videos helped clear 621 thank,2
sir youre one best programming data structures algorithms professors ever met entire lif,2
sir ab ky mtlbab human ada ka paper ho ga,2
sir aaj hi daa ka paper duke aaa hun 10 marks aaa yeah quest,2
welcome back,2
thanks sir,2
thank much sir,2
use,2
sir spend life blessings appreciation fellow students around world,2
amazing thank,2
amazing explanation sir thank much,2
dear abdul bari sir thank much videos provided free time education certainly became business may god give strength dreams come truebeautyofindia thankful abhinav indoremp,2
true legend,2
excellent sir us,2
thank,2
thanks sir,2
thanks lot sir love way teach mesmer,2
thank sir good explan,2
best explanation available topic internet far thank sir,2
assalamu alaikum sir one like teaching field,2
abdul man,2
great videosthanks sir,2
thank u much,2
thank sir videos daa,2
got exam tomorrow watching thank much sir 3,2
thank savior,2
great explan,2
thanks nice explan,2
videos helpful thank sir,2
thank u sir,2
sirthank u muchexcellently explain,2
sir thank u much videos daa gave best exams ur videosthe way u thought perfect effective us since thank much sir looking many video,2
awesome teaching nobody teach lik,2
precious video,2
thank added video later core content covered previous video many left list,2
thank much,2
congratulations 100k subscribers sir,2
thanks sir u r good teach,2
sir best wonderful job helping us,2
wow nice explan,2
return legend,2
thanks lot starting dp series sir one best youtub,2
nice explanation sir javaaid,2
mash-alla simply legend sir may alla st reward justice students old stud,2
nice,2
than sir,2
may alla gives best way explain much better professor graduated form ivy league universities bought course dmy materials became easi,2
helpful create vision check system 2d grid game working based algorithm first tried wikipedia found pseudocode incorrect video helped understand algorithm works found trivial tweak 4 oceans thank much,2
people like blessed beautiful skill teaching thanks good teacher us,2
sir lectures good thank sir,2
best explanation bresenhams algorithm ever heard,2
good explan,2
outstanding love bd,2
sir super explaining unbeliev,2
liked much video thank,2
one explain derivation breshanham algorithm youtube even university teacher didnt explain,2
thank mast,2
thank sir really nice explan,2
sir helped alot thank,2
thank abdul bari lessons us,2
example good help alot understand,2
interest,2
really nice explan,2
well explainedthankssssss,2
best far seen bresenhams algorithm explanation deserve accolad,2
sir dont u come cl sir u r st gt,2
hey studying virtual reality helped graphics much thank,2
thank sir usefuland helpful exams thank u much sir,2
sir really great especially way explanation havent seen anyone like youtub,2
started loving sir good mashaallah sir mashaallah loveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu sirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,2
well done sir,2
god,2
nice explanation examples explained easily car,2
super ji,2
thank sir helped alot,2
helpful sir thank,2
excel,2
lecture exclusive never seen lectur,2
excellent lecturethank sir,2
nice explanation sir,2
nice,2
godsend,2
good job sir easy learn ur teaching thank sir,2
great teaching sir,2
helpfulthank sir,2
awesome thank much 3,2
thanks sir,2
thanks much sir explained wellthanx alot,2
excellent sir,2
best lecture ever seen,2
matter whose 9 dislik,2
thank sir,2
thank much,2
bad thought comes mind watching videos difference method teaching college teach,2
god manifested form thank,2
asalamu album,2
good explanation sir thanks u video,2
always best cas,2
sir ji thankyou thankyou baht sara,2
bhagwan ho tumor,2
thank lucknow clearly understood bresenhams also,2
thank youtu best teach,2
good teaching sir,2
great job sir,2
thanxxx lot sir g,2
moj aa gyi,2
greatgreatgreatsimple amazing explanation get bored even 1 secsuperbbb,2
sir outstanding made crystal clearthank much putting effort,2
well explain,2
best teacher ever seventh way explain awesom,2
thank sir upload,2
love sir got good marks daa thanks video,2
legend,2
thank-you sir accepted request,2
best teacher ev,2
fantastic explanation sir helped immens,2
love u much teaching style sir,2
much better pusher roy much much better geeksforgeeks intuitive explan,2
heres algorithm implemented java httpsgistgithubcomritamchakrabortybd114a2201a2faff2e25905eec2f6b3b,2
great explan,2
man really good explanation even dummiessimple clearance video thank,2
thank,2
excellent explan,2
really great,2
great,2
youre great teach,2
night algorithm exam,2
wonderful explanation thank sir,2
great lesson,2
nice explan,2
thank,2
best,2
good tutori,2
sir cool,2
good explanation sir than,2
good job abdul,2
great abdul sir,2
well explained thank uh sir,2
explain wel,2
looooove youtu thaaaaank,2
u r great sir rr method teaching sub excellentyou make sub easi,2
teaching skills excellent video help alot,2
hash function dynamic users wish fine than sir,2
legend ary god1,2
youre life save thanks man,2
video clears confusion starting simple love go naive hash function show importance picking good hash function avoid collisions great video dub,2
sir aap her ho,2
thx think best clearest explan,2
brilliant,2
wonderful explanationthank sir,2
explained wel,2
great work made also crystal clear,2
fan teach,2
god bless,2
wonderfully clear explanation thank much keep good work,2
but dia banana sir maa again,2
thanks much u broke built gradually understand,2
clear explanation thank,2
great explanation thank,2
ty sir,2
thanks sir,2
great gradual explanation thank much sir,2
patience thank great explan,2
great content sir watched video geeks4geeks tusharroy ur content one actually cleared confusion thank sir,2
hello sir one ur student van,2
amazing explan,2
great explanation sir summed entire video 23 mins watching video understand every line carmen easily thankyou sir,2
interest,2
excellent really help,2
think sir u r working algorithm great se u advance algorithm lectur,2
thank u sir wonderful explan,2
professor abdul bari thank much hard work 3 god bless 3,2
learned much cant thank enough got c course back got data structures course cant wait start,2
thank,2
man some singhamfull knowledg,2
thank sir,2
dear sir cleared exams taking lectures ur videos thank much sir,2
thanks sir,2
absolute legend,2
xico agree previous comments explanation clearer algorithms course great job sir,2
simply excel,2
abdul sir aap na home toh yaman back pe back lag hi hot also ds mein thank,2
thank soo much great explaining god bless,2
well explainedneed effort,2
u best keep best algorithm,2
nice explainthank sir,2
thank video,2
youre really great teacher thats say,2
please lecturer lecturers dumb,2
but badly samjhaya,2
sir explained code well didnt told exactly one arrive scratch specially last part max function thanks anyways solid explan,2
love sir,2
thank much amazingly clear explan,2
abdul bari sir hats love bangladesh 3,2
thank sir really help,2
youre public treasur,2
thanks alot sir really u clear many concepts jazakallah,2
thank soon much sir,2
thank much really useful best lif,2
guru ji,2
sir best 3,2
guru adam bhramasmi,2
apni best hai,2
bos,2
bos,2
hero,2
awesom,2
searching topic hoping find video cause explanation beat thank sir,2
g,2
thank sir effort god bless,2
donate patron page guys even 5 would help keep extraordinary lectures al,2
thank sir,2
tell juniors pay college fees instead sucked colleg,2
finally video doesnt super-technical language entire method easy understand,2
best algorithms channel youtub,2
amazing teacher god bless sir,2
great teacher thank much god bless,2
best teacher best best,2
tomorrow semester end examsthen abdul bari sir videos give knowledge full mark,2
awesome university lecturer failed explain made hard everyone make easy possible hats sir,2
thank much amazingly clear explanation pay order subscribe would happili,2
thank rbara last time watched video picked little could understand thoroughly worked problem cleared doubts apply problems moral story work problems come intelligent teach,2
man great job helping students videos may god fill dreams best wishes -,2
currently standard 7 able understand concepts guru,2
thank sir wonderful lectur,2
really appreciate way teaching even moment made feel like complex topic seen teachers teach way makes think communicate better colleagues think opposite person feel like complex issu,2
want understand longest common subsequent problem clearly think video must watch,2
awesome explan,2
simply beauti,2
rock,2
really thanks courses finally understand question clear,2
omg living legend,2
awesom,2
awesome explanation explained much easehat,2
excellent work sir,2
damn good video lol,2
smash make clear thank much hard work finding correct examples making video neat short complete thank soo much,2
lecturer explained us vaguely see things happen thank sir,2
sir way teach incredible clear concepts also urge see videos thanks uploaded types video,2
god level teach,2
thank,2
thank sir,2
real professsorhats thank,2
sir 2140 matchingwhy didnt u add 21 thank sir,2
thank,2
good explanation sir point explanation specifically good revision videos help,2
many thanks sir,2
thank u soo much,2
best,2
good example sir,2
thank sir clear,2
thanks teach,2
amazing explanation sir,2
good explan,2
thank spirits help,2
tq sir,2
input sequence matters calculating b tre,2
thanks helpful professor spent 2 weeks explain spent 8 minutes finish thank,2
thanks lot sir,2
concepts cleared thank sir,2
thank,2
well explained less timethank u sir fr making video,2
explanation h gonna clear concept lifetime thank uh much sir,2
criticized 2019 getting tutorial one best tutorial site even lack actually want tutorial learn things work task duty commitment order insecurity without knowing purpose enthusiasm knowing without showing interest knowing b tree chosen search tree dont use tree smile happiness learn,2
vry nice explanation sir tq u,2
awesome sir,2
explanation style great kudos successful website channel,2
helpful thx,2
great explanation dont understand people dislike videos one youtube explains things clearly shows good exampl,2
thank u sir,2
great thank u sir 0,2
thank sir,2
best insertion explanation ive seen,2
thanks indian cut,2
dhnyavad,2
thanks man,2
thank seen couple tutorials one basically point gave exact idea impl,2
thanks well explain,2
than much sir sharing valuable information war add ash,2
imagine school like attendance 100,2
yasssssssssssssssssssssssssssssssssssssssssssssssssssss,2
makes learning code lot moreinterest,2
started learning something never both,2
actually learned someth,2
came learn css props stripping girl teaching woke pretty quick say though bit rgba new guess good started books learning css think im gonna sub watch rest seri,2
love channel 3,2
thank much youve saved wel,2
life save masters dissertation video helped lot,2
wow good thanks man,2
love much prove helpful quiz,2
love,2
many thank,2
save bro love ya,2
thank,2
thanks lot video,2
thank,2
wow thank,2
thanks point video helpful learnt something new today,2
videos like stored digital archives every known nation also sent international space station well upcoming satellites mars rov,2
easiest way explain thank much,2
thanks much video explains something could frustrating simple easy follow steps bookmarking video future us,2
cant thank enough suuuuuuuuuuuper help,2
thank thank thank watched 2 hours ago,2
tutorial supposed straight point shift intro music bullshit good fucking job,2
video helpful less time others 3 times long useless thanks shar,2
literally video helped thank fuck tutori,2
youre fucking awesom,2
fucking love ive look years first thing ever actu,2
main issue word users lesson doesnt work one step 107 see design tab need mark different first page - first title page wouldnt page number page number format choose start 0 helped thanks vid simple - put kids descript,2
saved life finally dissertation numbering thank much,2
sir lectures also helpful preparing gate exam prefer book advance learn,2
always become speeches watch video lectures comment video lectur,2
great video,2
really crisp effective tutori,2
thank,2
much helpfultnku,2
,2
best tutor best busi,2
terrific presentation thank,2
thanks beautiful sess,2
thank u awesome video,2
well summar,2
great presentation polarity 1 subjective08,2
looking long time helpful tutorial threads subjects together thank much youre great comical teacher thanks bomb,2
wow wish great seminar around area,2
thank clear easy understand,2
one best nl tutorials gone long awesome pedagogy simply made super intuitive newbie like thanks lot,2
best lecture help understood lots concepts understand data sci,2
amazing tutorial thank much alic,2
omg thank much wonderful lesson,2
great lectur,2
awesome lecture thank much,2
amazing super help,2
thank presentation materials tools taught clear easy follow like deliberate relaxed teaching style help,2
great tutorial great ohio nl initiative everything need know delve awesome world data science contrast alice supercar,2
fantast,2
textblobshe nice professional time like thatsentiment sentimentpolarity10 subjectivity00 thank alic,2
great great tutorial huge thanks sharing knowledg,2
type video ive exactly look,2
watched hassan comedy special knowing topic involve lot talking parents really impressed topic identification featur,2
thank alice hao video,2
way better explanations received 10 hours lecture thanks much,2
sure probably best course nl 2 hour,2
amazing thank,2
interesting lecture interesting english,2
interesting lecture interesting english,2
currently final year project include natural language processing techniques im glad changed upon video given whatever needed data cleaning till applications especially topic model,2
amazing thank,2
great video clear introduction interesting top,2
impeccable tutorial nl awesome teacher alice keep data science drive go,2
6 minutes video know im great rid,2
may best python tutorial ive followed ive done quite concepts covered even complex ones explained way makes super-easy understand detailed enough know whats happening learned lot thank alic,2
brilliant,2
perfect absolutely perfect amazing presentation thanks shar,2
terrific presentation alic,2
best tutorial ever simply amazing method use explain something thank much really lov,2
love data science extremely good presentation lov,2
thx,2
thanks lot tutorial add lot information made good background data sci,2
beyond awesome text automatically gener,2
omg soon help,2
excellent really well developed subject clear interesting follow thank,2
one video covering topicnice video,2
love didnt shy away curse words basically professional everyone else including like adults goal trying reach really enjoyed video demo gave lot little ideas projects thank upload,2
tutorial helpful providing step step guidance nl techniques simplified way enjoyed whole demo,2
informativethank,2
loved way made things easykudo,2
helpful tutorial carefully prepared well presented thanks lot alice sharing knowledg,2
wonderful video tutorial captures first step end data science project thanks lot tutorial alic,2
way explanation nice keep,2
excellent teach,2
holy f word lesson insane thanks knowledg,2
thank alice helpful learned lot,2
thanks alice really nice tutori,2
three words impress,2
thank sharing knowledge amaz,2
well structured content great presentation subject harvest,2
brilliant tutorial really simple intuitive explanations really great exampl,2
great explanation make nl understandable hope tutor python combination nl,2
amazing tutorial thanks lot explain everything flawless,2
thanks ohio alic,2
helpful sharing many thank,2
amazing thanks post,2
brilliant good work,2
nicely explain,2
thank informative sess,2
super helpful thanks lot learnt mark chains sentiment analysis la beautifully great great tutorial thanks lot god bless,2
u made understand easily sir please continue teach,2
tq much sir ur explaining simple way,2
super sir keep teaching wel,2
use,2
team sir,2
think sir medio,2
great teacher explanation helpful easy understand c,2
sir good explanations one beat u sir thank,2
sir teaching excel,2
dude youre legend,2
teaching style osm,2
seeing sir word almost every comment good job teaching thank mrsriniva,2
want say thank sir,2
wonderful job,2
excellent way teach,2
thank much sir,2
explanation way super 2nd video also super decided daily watch one video tomorrow watch 3rd video com,2
thx sr,2
thank much sir teach wel,2
awesom,2
best teach,2
nice sir,2
sir like subscribe channel pnzz video bca syllabus,2
way u teaching easy understand good beginners good english speaking n writing understand ur english sirbtw engineering course n pursuing 3rd semester wanna apply college placement decided learn placement questions question come programming hope help,2
thank much sir,2
best channel superb thank u much sir,2
ur extraordinary person c language sir good teaching sir,2
abc123thank,2
sir thank much sir studying vivekananda government degree college college understanding single line c programming became pro u,2
god bless sir,2
amazing experience ur explanation sweet thank providing video,2
thank sir perfect teaching please continue sir,2
thank much sir valuable lecture please continue journey well wishes alway,2
super sir,2
useful videos tokyo,2
nicely taught thanks sir,2
way teaching excellent sir,2
thank u,2
best teacher everthank much sir,2
simple best,2
teaching good every one understand class,2
thank sharing information c language programming comput,2
crystal clear teaching qualitythe way touch every concept awesome gt sir,2
thanks sir,2
really sup,2
tq sir continu,2
super explanation good great,2
way teaching excellent sir,2
great explan,2
thank much sir teaching good understand,2
loved way speak teach,2
srinivas teach easy simple thanks lot sir,2
love explanation sir,2
teaching skill good,2
u saying easy way sir,2
courses sir really precious thanks million,2
best language teacher internet,2
nice watching tutorial videos sir,2
helpful us wants learn different kinds languagesthanks lots sir,2
teaching said one nobles profession sir true example thank,2
dear respected sir according idea best teacher c language thank sir,2
good teacher sir,2
awesome sir teaching style good,2
hats sir im subscribing channel cse stud,2
nice sir,2
gene,2
gr 8 job sir warm regard,2
nice teaching skillbest way teaching understand new learnerthank sir,2
srinivas sir thankyou much videos c language awesome easy understand teaching skill superb please continue good work highly appreci,2
good slow,2
this sir seriously proud,2
nice,2
sir explanation good understand taught video fill really good,2
teaching skill awesom,2
useful studythank sir,2
thank much sir,2
sir awesom,2
good tutor,2
thank u nic,2
salut,2
awesome teaching sir god bless,2
thqqq soooooooooooo much sir,2
u boss totally understand,2
thank much sir knowledgeable please continue teach,2
thx alot,2
tq sir,2
oldid al carry difficulties understand computer language starting understand good instructor continue following thank much sir,2
well explain,2
nice sir tq much,2
nice superb explan,2
nice sir,2
language easy understand thank knowledge full video,2
thank u much sir seriously thanking u alot video,2
explaining simple english makes easy understand upload video,2
happy say explaining english every childrens even understood,2
nicely explained beginner computers good teacher thank much,2
good class,2
easy understand good examples thank u sir,2
explaining normal waythat simple english makes easy learn,2
nice video,2
thank,2
thank sir,2
really confused concepts oops polymorphism inheritance satisfied information examples java programming course provided top,2
nice,2
thanks amazing work,2
program really useful impressive like itteacheritfreelancehk teach java programming skil,2
thanks basics step step understanding installation process,2
enrolled number courses oops got right one touches concepts oops using java well detailed manner best information introduction top,2
nice video seri,2
thank much video,2
thanks took course java recently late last ear r learn,2
brother thanks programming video,2
best,2
thanks shearing knowledge thanks httpswwwyoutubecomwatchvgs2nj2-what8s new program,2
nice tutorials thank,2
thank much,2
wow sir,2
nice video,2
thank much video got one step closer finishing college assign,2
impressive lot done video,2
sir amazing video go java tutorial hindi nurserytovars,2
thank u tutori,2
thank ou reviewing took class,2
better,2
thanks sir,2
great work sir,2
httpsbitly2ku2as think best video today thanks taking time discuss topic feel happy curiosity increased learn topic keep sharing information regularly future refer,2
hello world java best easy explain dont trust try watchinghttpsyoutubeh9o0d41ql0,2
thanks sir,2
thank sir successfully installed java laptop,2
nice sir understood wel,2
nice,2
wow nicely describe java thin also feel something ithttpbitly2jihad7,2
like video httpwwwctaceducationcom,2
excellent tutorial thank much keep good work,2
nice,2
nice one sir simple easy understand thank,2
nyc one sir simple easy understand thank,2
like video way teaching good,2
thank reboot system java command prompt check work mentioned 1207 nevertheless works thats matters looking forward learn,2
nice video httpswwwprogrammingshortcutcoinpjava-programming89html,2
superb nice explanation sir,2
hello hiteshreally nice video,2
thank,2
nice video really help,2
wonder,2
thanks tutorial like videos thank much,2
great java tutorial series also 15 speed advice spot check app learning java httpswwwmediafirecomfileb674hsb2jq873i2learn20javaapk,2
tax video im newbie want learn different types languag,2
video upload series favourite watch whenever doubts java,2
thank sir video,2
nice httpwwwjavatutorialcornercom,2
httpswwwyoutubecomwatchvwyqu9km9ut17s best tutori,2
amazing video dude learned lot video,2
thanks really help,2
17 lac viewscannot believ,2
thanks sir,2
man u r loudkeep,2
edits helpful learning java,2
best tutorial beginners truly searching lesson lik,2
nice,2
guys best lov,2
thank,2
use,2
beginner makes experience much better good basic java program url link,2
wowvery clear helpinggood job,2
thank much stuck forev,2
helpful wish taught way class,2
tutorial useful thank,2
thanks tutor very help,2
cant thank enough great wish found earlier thank,2
thanks man help,2
hey mate im joel melbourne im actually india thank much kids helpful brush basics back would like talk agassijoel09gmailcom email let know send msg thanks awesome work effort help,2
nice video lectur,2
thanks much,2
beginner really help,2
fan programming knowledge check anything first come herald never going anywhereels,2
video absolutely phenomenon unmistakably remarkable brilli,2
nice video thanks providing video usefulyou may also refer- httpwww4technocomblog201608261963,2
best beginners really lik,2
explained nicely that,2
that sir benefici,2
thank help,2
thanks dud,2
thank much us,2
thank much trying figure fix java computer past 1 week thank much method definitely outdated little minor changes minoranyways thank much,2
dance good tutori,2
nice tutorial lik,2
thanks 1 subscribe speaking brazil,2
good thanks sharing knowledge world c greeting ecuador,2
thanks alot sir channel helps alot keep better programming keep,2
thx install run like u follow ur video thx2,2
great today wards ill start seeing tutorial video 1 subs 1 lik,2
interesting u r teaching properly every types hope u upload,2
good job sir great job,2
tax de tutorialsvry help,2
really appreciate work best tutorial found beginners thanks ton -,2
thanks much taking time put free beginners tutorial found easy follow step step instruction thank,2
finally start learning thank much,2
thank creating free structured program data science confused amp scared looking number online courses available today wasn39t getting right guidance doubts got cleared video wasn39t would cheated paid online course providers savior,2
best video till help students start data science career thankyou much,2
nice video,2
wow amaz,2
thank much help,2
thank sir,2
searching type videos nice presentation good listen thank,2
video really motivated thank u sir,2
finally start learning thank much,2
thank creating free structured program data science confused amp scared looking number online courses available today wasn39t getting right guidance doubts got cleared video wasn39t would cheated paid online course providers savior,2
hello discord bot dev want thank video great pleasur,2
helps much trouble downloading replay mod,2
want download remember heheh,2
love,2
thank much really help,2
awesom,2
thanks ir works rita salut,2
thanks million man helped like 5light years worthy tim,2
nice love painters video,2
sir hero thanks bunch,2
thanks man nice vid,2
thanks video help,2
thanks man hope work opentoonz,2
understand use x3 resolve for i39m really good english listener thanks clarification hidden layer would know use two layer us,2
never learned programming formally started coding challenges i39ve started journey neural networks thank much,2
absolutely love step one ns always intuitive easy gets complicated thanks taking time explain well much depth,2
amazing video helps lot data structures course project deep learning them,2
love guy energy explanation brilliant teach,2
needs popular know effective click bats chew,2
english understand,2
amazing graphical explan,2
much awaited video,2
say honest review mean,2
good reviewing guess would reporter chosen tube impress,2
always looking forward super honest review,2
love,2
god bless favourite technology youtub,2
love kerala,2
looking gorg,2
best tech reviewer budget mid-range devic,2
love dressing sens,2
prima mama - one favourite tech reviewers - quality genuine cont,2
prima beauti,2
good review,2
awesome command english language greatest way presenting nice explanation express,2
2 paid promot,2
love,2
love,2
one female reviewer genuine interest knowledge tech keeping good work,2
im one come everyday se,2
nice,2
waterproofing glass protection 12nm chipset realm set asking price 1k 6gb variant note 10 live mini thank need hour review alway,2
beauti,2
think realm still use 3years g95 tera ficha na chodengebut really g95 best processor otherwise love u friend marzo 20 pro still clear winner processor 65watts fast charg,2
nice review,2
beautiful smartphone say although iam realm fan,2
glori,2
love bangladesh,2
mama impressed fluent english reviewing skills keep growing stay saf,2
looking guergous mam,2
love via india,2
1st comment good even,2
want see cute smil,2
,2
kerala,2
first,2
big fan smil,2
huge fan hyderabad telangana,2
hey nice channel,2
hi arunachal love work,2
lov u,2
rudeness level x100000000000000000,2
hello india loved channel great team,2
great see female youtube field technical reviews come even motivate others love india,2
soon pandemic wow prima really optimist,2
cute,2
love bangladesh,2
inspiration many girls willing tech world,2
love fell love glance fault,2
028 looks beauti,2
awesom,2
also vegan looking nepal girl love india,2
bba graduate tech reviews tech enthusiast keep reviews unbias,2
935 said geekyranjit unbiased review,2
bangladesh like proteam,2
miss nepal way,2
mam looking pretty talking style amaz,2
amazing girl,2
beautiful many friends adhikari cast name uttarakhand india,2
damn watch videos eyesand yes feels great seen great anchor person lik,2
would like join youtube channel interested tech smartphone much plz contact interested also idea plz contact,2
r already officer adhikari without clearing exam complet,2
prima beauti,2
worries always right wel,2
mam big fan love content background edit,2
got beautiful mind beautiful voice beautiful face yes beautiful eyes toowow watching angel take car,2
good video good inform,2
love,2
love way answer dont know ipad pro replace computer admitted dont know instead telling yes sweet honest english beautiful lik,2
beauti,2
animal lover dog feed,2
dont worry great,2
youre pretti,2
well first randomly watched videos realm 6 pro came across channel honest really like pratimas accent also content channel provides fyi bought realm 6 pro n failing way thank,2
session great presentation point content awesom,2
u r cut,2
u r beauti,2
honestly speaking mam really like expressions rather anything els,2
watch every video channel love bangladesh,2
literally learned use ketchup model due 3 hrs thanks man,2
soooooo helpful rock thankyou,2
intuitive tool ev,2
wow amazing idol,2
create sketch garden reno w,2
thanks lot bro,2
thanks man ill able axonometric week figure change units metr,2
finally no-bs tutorial doesnt start explaining universe came existence thank,2
gave confidence learn software quick,2
excellent video thank,2
dude 3d art class using website honestly pretty epic one projects school actually excit,2
thanks much finished model day due youre literal lifesav,2
voice nic,2
nice thank,2
thanks making training autocad needed use ketchup project great explan,2
thank introduction ketchup,2
thanks man im learning use school video really helping appreciate vid definitely didnt serve overdose explanation told need know thanks man youve made onto subs list,2
but wanna say thanks teaching use ketchup great video,2
vivid preciseamazing tutori,2
find tutorial quite helpful quick review softwar,2
great information thank upload,2
lovely tutorial quite easy learn,2
great tutorial beginners like create project right away watching video thank much,2
model due 4 days ago couldnt figure use ketchup im finally gonna learn,2
simple concis,2
wow helpful thank,2
thanks man super insight,2
great explanation helpful thank,2
always enjoy intrusive workflow,2
thanks quick tutorial experience using autocad version university seems ketchup simple easy us,2
thx helped alot,2
useful man newbie herekindly subscribe also channelthank,2
omg thank much helped lot,2
one perfect made tutorials clear narration thank,2
omg video literally saved one question change metric system need model centimetres possible sketch,2
run first program success,2
,2
love bangladesh bi,2
yoon id u gonna read thanks lot,2
website easy read even compare w3school thanks much clear explan,2
3 bro amazing thank u teach,2
easy introduction hand,2
got expression thumbnail,2
thanks series know right path thank programid,2
nice explan,2
programid best simple site useful stuff site lik,2
guy way better teacher amazing world python,2
really deserve 5000 subscribers content slick,2
thanks videos easy follow,2
website best programming explanation easy enjoyable content favourite website wwwprogramizcom start learning programming like java python thanks providing easy cont,2
thank soo much free tutorials sir much need explanation really soo good,2
enjoyed lot waiting video,2
please give us nice simple follow videos java c,2
nice,2
since indian knows valuable type high quality content amazing website still teaching free 3,2
never knew today programid indian website really indians enthusiastic tech engineering world,2
ur website awesom,2
hai cant thank wonderful websit,2
unit find channel become subscriber thanks bro slam malaysia,2
hats guy,2
good brother helpful love love great work,2
see youtube programid learnt complete c language websit,2
great series solo-learn also good website learn python also lot programming languages highly recommend,2
amazing programid youtub,2
dude god teach nic,2
website helped lot students around world thank much,2
thank series website always helps examination great information presented waiting step step series java,2
wow didnt knew programid owner indian guy,2
exactly need,2
